lon,lat,h
115.70821511627906,-32.646775030543175,4.9091796875
115.71306395348837,-32.646775030543175,4.677734375
115.71791279069768,-32.646775030543175,4.4541015625
115.72276162790698,-32.646775030543175,4.2392578125
115.72761046511627,-32.646775030543175,4.029296875
115.73245930232558,-32.646775030543175,3.8203125
115.73730813953489,-32.646775030543175,3.6240234375
115.74215697674418,-32.646775030543175,3.4462890625
115.74700581395349,-32.646775030543175,3.2783203125
115.7518546511628,-32.646775030543175,3.109375
115.7567034883721,-32.646775030543175,2.9580078125
115.76155232558139,-32.646775030543175,2.830078125
115.7664011627907,-32.646775030543175,2.7060546875
115.77125000000001,-32.646775030543175,2.583984375
115.7760988372093,-32.646775030543175,2.46875
115.78094767441864,-32.64677503054315,2.3564453125
115.78579651162798,-32.646775030543175,2.2470703125
115.79064534883727,-32.646775030543175,2.1611328125
115.79549418604658,-32.646775030543175,2.1025390625
115.80034302325592,-32.64677503054315,2.048828125
115.80519186046523,-32.646775030543125,2.0078125
115.8100406976745,-32.64677503054315,2.0
115.81488953488387,-32.646775030543175,2.0
115.81973837209323,-32.64677503054315,2.0
115.82458720930249,-32.646775030543175,2.0
115.8294360465118,-32.64677503054315,2.0
115.83428488372115,-32.64677503054315,2.0
115.83913372093045,-32.646775030543175,2.0
115.84398255813974,-32.646775030543175,2.0
115.84883139534912,-32.646775030543274,2.0
115.85368023255855,-32.646775030543374,2.0
115.85852906976797,-32.6467750305434,2.0
115.86337790697739,-32.646775030543274,2.0
115.86822674418681,-32.64677503054292,2.0
115.87307558139483,-32.64677503054279,2.0
115.2524244186062,-32.64232492555862,57.3408203125
115.25727325581393,-32.642324925558775,55.6494140625
115.26212209302304,-32.64232492556,55.4208984375
115.26697093023242,-32.642324925560196,55.2421875
115.27181976744173,-32.64232492555964,54.931640625
115.276668604651,-32.642324925559436,54.70703125
115.28151744186034,-32.64232492555931,54.341796875
115.28636627906963,-32.642324925559286,54.005859375
115.29121511627892,-32.642324925559286,53.705078125
115.29606395348826,-32.64232492555923,53.40234375
115.30091279069757,-32.64232492555923,53.0625
115.30576162790686,-32.64232492555921,52.662109375
115.31061046511617,-32.64232492555918,52.1494140625
115.31545930232551,-32.64232492555921,51.748046875
115.3203081395348,-32.64232492555918,51.3203125
115.3251569767441,-32.64232492555918,50.791015625
115.33000581395343,-32.64232492555921,50.3525390625
115.33485465116274,-32.64232492555921,49.9267578125
115.33970348837204,-32.64232492555918,49.3994140625
115.34455232558136,-32.64232492555921,48.9697265625
115.3494011627907,-32.64232492555921,48.548828125
115.35425000000001,-32.64232492555921,48.12890625
115.3590988372093,-32.64232492555921,47.7138671875
115.3639476744186,-32.64232492555921,47.1904296875
115.3687965116279,-32.64232492555921,46.798828125
115.37364534883721,-32.64232492555921,46.3115234375
115.37849418604651,-32.64232492555921,45.8310546875
115.3833430232558,-32.64232492555921,45.3330078125
115.38819186046513,-32.64232492555921,44.86328125
115.39304069767442,-32.64232492555921,44.2470703125
115.39788953488372,-32.64232492555921,43.75390625
115.40273837209303,-32.64232492555921,43.2890625
115.40758720930233,-32.64232492555921,42.84765625
115.41243604651163,-32.64232492555921,42.3212890625
115.41728488372092,-32.64232492555921,41.796875
115.42213372093023,-32.64232492555921,41.2197265625
115.42698255813954,-32.64232492555921,40.71875
115.43183139534884,-32.64232492555921,40.109375
115.43668023255813,-32.64232492555921,39.4443359375
115.44152906976744,-32.64232492555921,38.7646484375
115.44637790697675,-32.64232492555921,38.1748046875
115.45122674418604,-32.64232492555921,37.6259765625
115.45607558139534,-32.64232492555921,37.111328125
115.46092441860466,-32.64232492555921,36.4931640625
115.46577325581396,-32.64232492555921,35.9794921875
115.47062209302325,-32.64232492555921,35.390625
115.47547093023256,-32.64232492555921,34.9306640625
115.48031976744187,-32.64232492555921,34.4658203125
115.48516860465116,-32.64232492555921,34.0185546875
115.49001744186046,-32.64232492555921,33.6064453125
115.49486627906977,-32.64232492555921,33.203125
115.49971511627908,-32.64232492555921,32.6240234375
115.50456395348837,-32.64232492555921,32.0859375
115.50941279069767,-32.64232492555921,31.4580078125
115.51426162790698,-32.64232492555921,30.7763671875
115.51911046511628,-32.64232492555921,30.123046875
115.52395930232558,-32.64232492555921,29.32421875
115.52880813953487,-32.64232492555921,28.486328125
115.5336569767442,-32.64232492555921,27.55078125
115.53850581395349,-32.64232492555921,26.4716796875
115.54335465116279,-32.64232492555921,25.212890625
115.5482034883721,-32.64232492555921,23.9970703125
115.5530523255814,-32.64232492555921,23.0888671875
115.5579011627907,-32.64232492555921,22.0087890625
115.56275,-32.64232492555921,21.0751953125
115.5675988372093,-32.64232492555921,20.18359375
115.57244767441861,-32.64232492555921,19.27734375
115.5772965116279,-32.64232492555921,18.5283203125
115.58214534883722,-32.64232492555921,17.390625
115.58699418604651,-32.64232492555921,16.5986328125
115.5918430232558,-32.64232492555921,15.8818359375
115.59669186046511,-32.64232492555921,15.1015625
115.60154069767441,-32.64232492555921,14.365234375
115.60638953488373,-32.64232492555921,13.46875
115.61123837209303,-32.64232492555921,12.7802734375
115.61608720930232,-32.64232492555921,11.486328125
115.62093604651163,-32.64232492555921,10.927734375
115.62578488372094,-32.64232492555921,10.427734375
115.63063372093023,-32.64232492555921,9.9404296875
115.63548255813953,-32.64232492555921,9.4697265625
115.64033139534884,-32.64232492555921,9.0322265625
115.64518023255815,-32.64232492555921,8.599609375
115.65002906976744,-32.64232492555921,8.1669921875
115.65487790697674,-32.64232492555921,7.7890625
115.65972674418605,-32.64232492555921,7.4580078125
115.66457558139535,-32.64232492555921,7.1279296875
115.66942441860465,-32.64232492555921,6.7998046875
115.67427325581396,-32.64232492555921,6.4765625
115.67912209302327,-32.64232492555921,6.16015625
115.68397093023256,-32.64232492555921,5.8544921875
115.68881976744187,-32.64232492555921,5.5947265625
115.69366860465117,-32.64232492555921,5.36328125
115.69851744186046,-32.64232492555921,5.1298828125
115.70336627906977,-32.64232492555921,4.896484375
115.70821511627906,-32.64232492555921,4.669921875
115.71306395348837,-32.64232492555921,4.4521484375
115.71791279069768,-32.64232492555921,4.2421875
115.72276162790698,-32.64232492555921,4.0439453125
115.72761046511627,-32.64232492555921,3.853515625
115.73245930232558,-32.64232492555921,3.6650390625
115.73730813953489,-32.64232492555921,3.4921875
115.74215697674418,-32.64232492555921,3.3369140625
115.74700581395349,-32.64232492555921,3.189453125
115.7518546511628,-32.64232492555921,3.044921875
115.7567034883721,-32.64232492555921,2.912109375
115.76155232558139,-32.64232492555921,2.79296875
115.7664011627907,-32.64232492555921,2.677734375
115.77125000000001,-32.64232492555921,2.5654296875
115.7760988372093,-32.64232492555921,2.4580078125
115.78094767441863,-32.64232492555921,2.353515625
115.78579651162796,-32.64232492555921,2.251953125
115.79064534883726,-32.64232492555921,2.171875
115.79549418604658,-32.64232492555921,2.109375
115.80034302325592,-32.64232492555918,2.05078125
115.80519186046521,-32.64232492555918,2.00390625
115.81004069767448,-32.64232492555918,2.0009765625
115.81488953488383,-32.64232492555921,2.0
115.81973837209316,-32.64232492555918,2.0
115.82458720930245,-32.64232492555921,2.0
115.82943604651176,-32.64232492555923,2.0
115.83428488372108,-32.64232492555931,2.0
115.83913372093036,-32.64232492555931,2.0
115.84398255813967,-32.64232492555931,2.0
115.84883139534901,-32.642324925559464,2.0
115.85368023255835,-32.64232492555959,2.0
115.8585290697678,-32.64232492555979,2.0
115.86337790697715,-32.642324925559564,2.0
115.86822674418606,-32.642324925558675,2.0
115.87307558139366,-32.64232492555852,2.0
115.25242441860647,-32.6378745991609,57.578125
115.2572732558149,-32.63787459916057,55.908203125
115.26212209302314,-32.637874599161485,54.052734375
115.26697093023228,-32.637874599162075,53.931640625
115.2718197674416,-32.63787459916195,53.7275390625
115.27666860465104,-32.63787459916177,53.5517578125
115.28151744186039,-32.63787459916172,53.1298828125
115.28636627906965,-32.63787459916166,52.5302734375
115.29121511627896,-32.637874599161535,52.1943359375
115.29606395348829,-32.637874599161464,51.9267578125
115.30091279069758,-32.637874599161464,51.5029296875
115.30576162790688,-32.637874599161435,51.1572265625
115.31061046511621,-32.637874599161414,50.9248046875
115.31545930232554,-32.637874599161435,50.5263671875
115.32030813953483,-32.637874599161414,49.9677734375
115.32515697674413,-32.637874599161414,49.5888671875
115.33000581395345,-32.637874599161414,49.2099609375
115.33485465116274,-32.637874599161414,48.7509765625
115.33970348837204,-32.637874599161414,48.1484375
115.34455232558138,-32.637874599161414,47.626953125
115.3494011627907,-32.637874599161435,47.2509765625
115.35425000000001,-32.637874599161435,46.869140625
115.3590988372093,-32.637874599161435,46.4931640625
115.3639476744186,-32.637874599161435,45.8994140625
115.3687965116279,-32.637874599161435,45.5126953125
115.37364534883721,-32.637874599161435,44.9453125
115.37849418604651,-32.637874599161435,44.5234375
115.3833430232558,-32.637874599161435,43.9150390625
115.38819186046513,-32.637874599161435,43.455078125
115.39304069767442,-32.637874599161435,42.53515625
115.39788953488372,-32.637874599161435,42.265625
115.40273837209303,-32.637874599161435,41.84765625
115.40758720930233,-32.637874599161435,41.271484375
115.41243604651163,-32.637874599161435,40.7607421875
115.41728488372092,-32.637874599161435,40.5419921875
115.42213372093023,-32.637874599161435,39.865234375
115.42698255813954,-32.637874599161435,39.5458984375
115.43183139534884,-32.637874599161435,38.7646484375
115.43668023255813,-32.637874599161435,38.1826171875
115.44152906976744,-32.637874599161435,37.5791015625
115.44637790697675,-32.637874599161435,37.1162109375
115.45122674418604,-32.637874599161435,36.5888671875
115.45607558139534,-32.637874599161435,36.1552734375
115.46092441860466,-32.637874599161435,35.7236328125
115.46577325581396,-32.637874599161435,35.1552734375
115.47062209302325,-32.637874599161435,34.7451171875
115.47547093023256,-32.637874599161435,34.1259765625
115.48031976744187,-32.637874599161435,33.73046875
115.48516860465116,-32.637874599161435,33.3515625
115.49001744186046,-32.637874599161435,32.9931640625
115.49486627906977,-32.637874599161435,32.5869140625
115.49971511627908,-32.637874599161435,32.0419921875
115.50456395348837,-32.637874599161435,31.59765625
115.50941279069767,-32.637874599161435,31.0859375
115.51426162790698,-32.637874599161435,30.4931640625
115.51911046511628,-32.637874599161435,29.7060546875
115.52395930232558,-32.637874599161435,28.9873046875
115.52880813953487,-32.637874599161435,28.1865234375
115.5336569767442,-32.637874599161435,27.3994140625
115.53850581395349,-32.637874599161435,26.27734375
115.54335465116279,-32.637874599161435,25.15625
115.5482034883721,-32.637874599161435,23.98828125
115.5530523255814,-32.637874599161435,23.1103515625
115.5579011627907,-32.637874599161435,22.3818359375
115.56275,-32.637874599161435,21.408203125
115.5675988372093,-32.637874599161435,20.4921875
115.57244767441861,-32.637874599161435,19.5634765625
115.5772965116279,-32.637874599161435,18.9501953125
115.58214534883722,-32.637874599161435,17.4208984375
115.58699418604651,-32.637874599161435,16.6318359375
115.5918430232558,-32.637874599161435,15.7802734375
115.59669186046511,-32.637874599161435,15.1728515625
115.60154069767441,-32.637874599161435,14.486328125
115.60638953488373,-32.637874599161435,13.0
115.61123837209303,-32.637874599161435,12.01171875
115.61608720930232,-32.637874599161435,11.2119140625
115.62093604651163,-32.637874599161435,9.9912109375
115.62578488372094,-32.637874599161435,9.537109375
115.63063372093023,-32.637874599161435,9.095703125
115.63548255813953,-32.637874599161435,8.681640625
115.64033139534884,-32.637874599161435,8.2939453125
115.64518023255815,-32.637874599161435,7.9140625
115.65002906976744,-32.637874599161435,7.5400390625
115.65487790697674,-32.637874599161435,7.2001953125
115.65972674418605,-32.637874599161435,6.8896484375
115.66457558139535,-32.637874599161435,6.587890625
115.66942441860465,-32.637874599161435,6.2978515625
115.67427325581396,-32.637874599161435,6.013671875
115.67912209302327,-32.637874599161435,5.728515625
115.68397093023256,-32.637874599161435,5.4404296875
115.68881976744187,-32.637874599161435,5.220703125
115.69366860465117,-32.637874599161435,5.01953125
115.69851744186046,-32.637874599161435,4.8193359375
115.70336627906977,-32.637874599161435,4.6142578125
115.70821511627906,-32.637874599161435,4.4072265625
115.71306395348837,-32.637874599161435,4.205078125
115.71791279069768,-32.637874599161435,4.01171875
115.72276162790698,-32.637874599161435,3.833984375
115.72761046511627,-32.637874599161435,3.6630859375
115.7324593023256,-32.637874599161435,3.49609375
115.73730813953489,-32.637874599161435,3.3466796875
115.74215697674418,-32.637874599161435,3.21484375
115.74700581395349,-32.637874599161435,3.087890625
115.7518546511628,-32.637874599161435,2.9638671875
115.7567034883721,-32.637874599161435,2.84765625
115.76155232558139,-32.637874599161435,2.740234375
115.7664011627907,-32.637874599161435,2.6357421875
115.77125000000001,-32.637874599161435,2.5341796875
115.7760988372093,-32.637874599161435,2.4365234375
115.78094767441863,-32.637874599161414,2.341796875
115.78579651162795,-32.637874599161414,2.251953125
115.79064534883726,-32.637874599161435,2.1767578125
115.79549418604657,-32.637874599161435,2.1142578125
115.80034302325588,-32.637874599161414,2.0576171875
115.80519186046517,-32.637874599161414,2.0205078125
115.81004069767448,-32.637874599161435,2.0087890625
115.81488953488379,-32.637874599161435,2.0029296875
115.81973837209311,-32.637874599161464,2.0
115.82458720930242,-32.637874599161464,2.0
115.82943604651174,-32.63787459916151,2.0
115.83428488372104,-32.63787459916161,2.0
115.83913372093035,-32.63787459916166,2.0
115.84398255813963,-32.63787459916166,2.0
115.84883139534898,-32.63787459916169,2.0
115.85368023255843,-32.63787459916177,2.0
115.8585290697678,-32.63787459916179,2.0
115.86337790697698,-32.637874599161286,2.0
115.86822674418514,-32.63787459916055,2.0
115.87307558139346,-32.637874599160874,2.0
115.25242441860638,-32.63342405136533,57.8154296875
115.25727325581539,-32.633424051364926,56.119140625
115.26212209302344,-32.633424051365125,54.23828125
115.26697093023236,-32.63342405136548,52.2109375
115.27181976744154,-32.633424051365864,52.0302734375
115.27666860465092,-32.63342405136599,52.1708984375
115.2815174418603,-32.633424051365964,51.6669921875
115.28636627906961,-32.633424051365964,50.98828125
115.29121511627895,-32.633424051365836,50.7646484375
115.29606395348827,-32.633424051365786,50.39453125
115.30091279069757,-32.633424051365765,50.12890625
115.30576162790689,-32.633424051365736,49.8330078125
115.31061046511624,-32.633424051365715,49.5322265625
115.31545930232555,-32.63342405136566,49.16015625
115.32030813953486,-32.63342405136564,48.5634765625
115.32515697674417,-32.63342405136566,48.2353515625
115.33000581395348,-32.63342405136566,47.9052734375
115.33485465116277,-32.63342405136566,47.5732421875
115.33970348837207,-32.63342405136566,46.6171875
115.34455232558138,-32.63342405136566,46.576171875
115.3494011627907,-32.63342405136566,45.908203125
115.35425000000001,-32.63342405136566,45.5712890625
115.3590988372093,-32.63342405136566,45.193359375
115.3639476744186,-32.63342405136566,44.5703125
115.3687965116279,-32.63342405136566,44.2255859375
115.37364534883721,-32.63342405136566,43.8798828125
115.37849418604651,-32.63342405136566,43.5380859375
115.3833430232558,-32.63342405136566,42.818359375
115.38819186046513,-32.63342405136566,41.8720703125
115.39304069767442,-32.63342405136566,41.1376953125
115.39788953488372,-32.63342405136566,40.78125
115.40273837209303,-32.63342405136566,40.4130859375
115.40758720930233,-32.63342405136566,40.041015625
115.41243604651163,-32.63342405136566,39.3369140625
115.41728488372092,-32.63342405136566,39.25390625
115.42213372093023,-32.63342405136566,38.5791015625
115.42698255813954,-32.63342405136566,37.8671875
115.43183139534884,-32.63342405136566,37.4873046875
115.43668023255813,-32.63342405136566,37.115234375
115.44152906976744,-32.63342405136566,36.41015625
115.44637790697675,-32.63342405136566,35.708984375
115.45122674418604,-32.63342405136566,35.3369140625
115.45607558139534,-32.63342405136566,34.982421875
115.46092441860466,-32.63342405136566,34.6279296875
115.46577325581396,-32.63342405136566,34.2783203125
115.47062209302325,-32.63342405136566,33.8193359375
115.47547093023256,-32.63342405136566,33.2705078125
115.48031976744187,-32.63342405136566,32.9404296875
115.48516860465116,-32.63342405136566,32.5791015625
115.49001744186046,-32.63342405136566,32.2734375
115.49486627906977,-32.63342405136566,31.6787109375
115.49971511627908,-32.63342405136566,31.353515625
115.50456395348837,-32.63342405136566,30.9921875
115.50941279069767,-32.63342405136566,30.609375
115.51426162790698,-32.63342405136566,29.98046875
115.51911046511628,-32.63342405136566,29.4033203125
115.52395930232558,-32.63342405136566,28.880859375
115.52880813953487,-32.63342405136566,28.01171875
115.5336569767442,-32.63342405136566,27.328125
115.53850581395349,-32.63342405136566,26.224609375
115.54335465116279,-32.63342405136566,25.046875
115.5482034883721,-32.63342405136566,23.9521484375
115.5530523255814,-32.63342405136566,23.2197265625
115.5579011627907,-32.63342405136566,22.5947265625
115.56275,-32.63342405136566,21.6806640625
115.5675988372093,-32.63342405136566,20.6904296875
115.57244767441861,-32.63342405136566,19.8203125
115.5772965116279,-32.63342405136566,19.326171875
115.58214534883722,-32.63342405136566,17.44921875
115.58699418604651,-32.63342405136566,16.3134765625
115.5918430232558,-32.63342405136566,15.7861328125
115.59669186046511,-32.63342405136566,15.16015625
115.60154069767441,-32.63342405136566,14.38671875
115.60638953488373,-32.63342405136566,13.15625
115.61123837209303,-32.63342405136566,11.6201171875
115.61608720930232,-32.63342405136566,10.4658203125
115.62093604651163,-32.63342405136566,8.9970703125
115.62578488372094,-32.63342405136566,8.595703125
115.63063372093023,-32.63342405136566,8.2080078125
115.63548255813953,-32.63342405136566,7.8486328125
115.64033139534884,-32.63342405136566,7.515625
115.64518023255815,-32.63342405136566,7.189453125
115.65002906976744,-32.63342405136566,6.87109375
115.65487790697674,-32.63342405136566,6.5712890625
115.65972674418605,-32.63342405136566,6.2900390625
115.66457558139535,-32.63342405136566,6.0205078125
115.66942441860465,-32.63342405136566,5.767578125
115.67427325581396,-32.63342405136566,5.5263671875
115.67912209302327,-32.63342405136566,5.28515625
115.68397093023256,-32.63342405136566,5.05078125
115.68881976744187,-32.63342405136566,4.845703125
115.69366860465117,-32.63342405136566,4.66015625
115.69851744186046,-32.63342405136566,4.48046875
115.70336627906977,-32.63342405136566,4.3017578125
115.70821511627906,-32.63342405136566,4.119140625
115.71306395348837,-32.63342405136566,3.9384765625
115.71791279069768,-32.63342405136566,3.7607421875
115.72276162790698,-32.63342405136566,3.611328125
115.72761046511627,-32.63342405136566,3.4619140625
115.7324593023256,-32.63342405136566,3.3134765625
115.73730813953489,-32.63342405136566,3.1875
115.74215697674418,-32.63342405136566,3.0810546875
115.74700581395349,-32.63342405136566,2.9736328125
115.7518546511628,-32.63342405136566,2.8681640625
115.7567034883721,-32.63342405136566,2.7685546875
115.76155232558139,-32.63342405136566,2.673828125
115.7664011627907,-32.63342405136566,2.5810546875
115.77125000000001,-32.63342405136566,2.4912109375
115.7760988372093,-32.63342405136566,2.404296875
115.78094767441863,-32.63342405136564,2.3193359375
115.78579651162794,-32.63342405136566,2.240234375
115.79064534883723,-32.63342405136566,2.171875
115.79549418604654,-32.63342405136566,2.1123046875
115.80034302325583,-32.63342405136564,2.060546875
115.80519186046513,-32.63342405136566,2.0283203125
115.81004069767445,-32.63342405136569,2.013671875
115.81488953488378,-32.63342405136569,2.005859375
115.81973837209311,-32.633424051365736,2.0009765625
115.82458720930244,-32.633424051365786,2.0
115.82943604651174,-32.633424051365786,2.0
115.83428488372108,-32.633424051365836,2.0
115.83913372093039,-32.633424051365964,2.0
115.84398255813969,-32.63342405136612,2.0
115.84883139534904,-32.63342405136599,2.0
115.85368023255839,-32.633424051365765,2.0
115.85852906976757,-32.63342405136551,2.0
115.86337790697657,-32.633424051365125,2.0
115.86822674418464,-32.633424051364926,2.0
115.8730755813936,-32.63342405136535,2.0
115.25242441860578,-32.628973282187786,58.052734375
115.25727325581528,-32.6289732821873,56.330078125
115.26212209302382,-32.628973282187175,54.6279296875
115.26697093023262,-32.628973282187374,52.966796875
115.27181976744171,-32.62897328218761,50.9033203125
115.2766686046509,-32.62897328218781,50.7216796875
115.2815174418602,-32.628973282187914,50.19921875
115.28636627906958,-32.628973282187935,49.583984375
115.29121511627892,-32.628973282187935,49.001953125
115.29606395348826,-32.628973282187964,49.25390625
115.3009127906976,-32.628973282187914,48.5966796875
115.30576162790693,-32.628973282187786,48.34765625
115.31061046511627,-32.628973282187786,48.083984375
115.31545930232558,-32.62897328218774,47.8212890625
115.32030813953489,-32.62897328218774,47.40234375
115.3251569767442,-32.62897328218776,46.828125
115.33000581395349,-32.62897328218776,46.548828125
115.33485465116279,-32.62897328218774,45.8623046875
115.3397034883721,-32.62897328218774,45.5390625
115.34455232558139,-32.62897328218774,45.2548828125
115.3494011627907,-32.62897328218774,44.5234375
115.35425000000001,-32.62897328218774,44.2333984375
115.3590988372093,-32.62897328218774,43.7421875
115.3639476744186,-32.62897328218774,43.2099609375
115.3687965116279,-32.62897328218774,42.9150390625
115.37364534883721,-32.62897328218774,42.6181640625
115.37849418604651,-32.62897328218774,42.322265625
115.3833430232558,-32.62897328218774,41.529296875
115.38819186046513,-32.62897328218774,40.712890625
115.39304069767442,-32.62897328218774,39.4931640625
115.39788953488372,-32.62897328218774,38.9228515625
115.40273837209303,-32.62897328218774,38.6103515625
115.40758720930233,-32.62897328218774,38.2958984375
115.41243604651163,-32.62897328218774,37.939453125
115.41728488372092,-32.62897328218774,37.62890625
115.42213372093023,-32.62897328218774,37.3212890625
115.42698255813954,-32.62897328218774,36.4677734375
115.43183139534884,-32.62897328218774,35.6474609375
115.43668023255813,-32.62897328218774,35.51953125
115.44152906976744,-32.62897328218774,35.2265625
115.44637790697675,-32.62897328218774,34.4921875
115.45122674418604,-32.62897328218774,34.1982421875
115.45607558139534,-32.62897328218774,33.9189453125
115.46092441860466,-32.62897328218774,33.634765625
115.46577325581396,-32.62897328218774,33.353515625
115.47062209302325,-32.62897328218774,33.080078125
115.47547093023256,-32.62897328218774,32.3623046875
115.48031976744187,-32.62897328218774,32.0927734375
115.48516860465116,-32.62897328218774,31.41796875
115.49001744186046,-32.62897328218774,31.1357421875
115.49486627906977,-32.62897328218774,30.8828125
115.49971511627908,-32.62897328218774,30.615234375
115.50456395348837,-32.62897328218774,30.3271484375
115.50941279069767,-32.62897328218774,30.025390625
115.51426162790698,-32.62897328218774,29.3984375
115.51911046511628,-32.62897328218774,28.880859375
115.52395930232558,-32.62897328218774,28.4716796875
115.52880813953487,-32.62897328218774,27.5888671875
115.5336569767442,-32.62897328218774,26.931640625
115.53850581395349,-32.62897328218774,25.9599609375
115.54335465116279,-32.62897328218774,24.8740234375
115.5482034883721,-32.62897328218774,23.7197265625
115.5530523255814,-32.62897328218774,23.0927734375
115.5579011627907,-32.62897328218774,22.5009765625
115.56275,-32.62897328218774,22.025390625
115.5675988372093,-32.62897328218774,21.1435546875
115.57244767441861,-32.62897328218774,20.447265625
115.5772965116279,-32.62897328218774,19.7333984375
115.58214534883722,-32.62897328218774,17.2138671875
115.58699418604651,-32.62897328218774,15.287109375
115.5918430232558,-32.62897328218774,15.8173828125
115.59669186046511,-32.62897328218774,15.1474609375
115.60154069767441,-32.62897328218774,14.6767578125
115.60638953488373,-32.62897328218774,13.291015625
115.61123837209303,-32.62897328218774,11.5380859375
115.61608720930232,-32.62897328218774,10.3271484375
115.62093604651163,-32.62897328218774,7.951171875
115.62578488372094,-32.62897328218774,7.60546875
115.63063372093023,-32.62897328218774,7.271484375
115.63548255813953,-32.62897328218774,6.9716796875
115.64033139534884,-32.62897328218774,6.6962890625
115.64518023255815,-32.62897328218774,6.423828125
115.65002906976744,-32.62897328218774,6.15625
115.65487790697674,-32.62897328218774,5.900390625
115.65972674418605,-32.62897328218774,5.654296875
115.66457558139535,-32.62897328218774,5.421875
